126415614616154112,b'Now all @Apple has to do is get swype on the iphone and it will be crack. Iphone that is',positive,apple 
126853298996252674,"b""It's almost 4:20. Where is your bong? Is it packed! Let's rip a bowl over the time space continuum that is #Twitter""",neutral,twitter
126883777938067457,b'Noches #Twitter fue un dia bonito :)',irrelevant,twitter
126883741481177088,b'@EddDarkfawn Eso digo yo! pa estar uno emboltijado viendo pelis de terror y no bajando los canastos en #Twitter! ajajajajaja',irrelevant,twitter
126883512073719808,b'@isa13mp27 jajajaja isaaa  ..!!lo mas en #twitter !!',irrelevant,twitter
126883431308197888,b'oh. kita anak baru ni ya... ceritanya di #twitter ni ..',irrelevant,twitter
126882787029553153,b'uuchas... #twitter menso! dormish bye! xD',irrelevant,twitter
126882743819833345,b'awwwns Qeriido #Twitter! Grasiias poqe en ti puedo desahoqar miis indirectaaas!:D',irrelevant,twitter
126882613569912832,b'Chavez to return to Venezuela after medical tests - Boston Globe  #twitter #news',irrelevant,twitter
126882562202271744,"b'Me estoy jeteando, pero no puedo dejarte, #Twitter'",irrelevant,twitter
126882507621797889,b':P RT @eduardo_666_: @AleCP93 Hey broo graxiias por recordarme qe existe #Twitter jajajaja!!! Teniia siglos de no usarlo jajaja!!! :)',irrelevant,twitter
126882470703529985,b'Estoy dando clases de #twitter @jasaro10',irrelevant,twitter
126882264360558592,b'El #twitter me roba mis pensamientos! Hahaha!',irrelevant,twitter
126881827339243521,b'@AleCP93 Hey broo graxiias por recordarme qe existe #Twitter jajajaja!!!\nTeniia siglos de no usarlo jajaja!!! :)',irrelevant,twitter
126881629145808896,b'Me tok\xc3\xb3 bolber a komprar la aplicacion de #twitter x q c abia trabado :S',irrelevant,twitter
126881619335327744,b'Que le pasa al #Twitter... #Chingado',irrelevant,twitter
126881591627759616,b'#IOS 5: C\xc3\xb3mo integrar #Tweetbot en lugar de #Twitter http://t.co/tjzscoAl',irrelevant,twitter
126881518151929856,b'Ahh actualic\xc3\xa9 #Twitter en el telefono!! Ahora si me van a llegar las menciones #pffffff',irrelevant,twitter
126881495481724931,"b'@Juanbatero1 puchis, apareciste en #twitter voss.... q onda...q congelada la q me estoy dando vos...'",irrelevant,twitter
126881485264400385,b'@pani_mondragon =O como dices eso =( pss no tengo servicios en la bb solamente #twitter',irrelevant,twitter
126881462334144513,b'Tengo que estudiar para mis expos de ma\xc3\xb1ana pero no... yo en #twitter',irrelevant,twitter
126881427550773248,b'#TeamFollowBack #TFB #MustFollow #MF #FollowNow #FN #FollowFriday #FF #IFB #Twitter #Follow @MilliondollaPD',irrelevant,twitter
126881398316466178,b'@Victorafrosan X. G. R. ? No pues ni el nombre de tu novia me se como para tener su #Twitter',irrelevant,twitter
126881358848065536,b'#twitter Mii MediO de #DesahOgo..!!',irrelevant,twitter
126881232997974016,b'RT @itoHedz: #Twitter donde las peleas entre personas son mas comunes que frutas en un mercado.',irrelevant,twitter
126881227729928193,b'@Paatty_cl #EsNaco Componerle una cacion a Mf y presumir de ella en #Twitter',irrelevant,twitter
126881095378665473,b'#Twitter donde las peleas entre personas son mas comunes que frutas en un mercado.',irrelevant,twitter
126881008002940928,b'#CHISTE : EN QUE SE PARECEN LOS PITUFOS AL #TWITTER ? R= EN QUE LOS 2 TIENEN EL PAJARO AZUL XD',irrelevant,twitter
126880978324037632,b'Saindo #Twitter !',irrelevant,twitter
126880901903826945,b'#TeamFollowBack #TFB #MustFollow #MF #FollowNow #FN #FollowFriday #FF #IFB #Twitter #Follow @AmandaDGAF_16',irrelevant,twitter
126880805610987520,b'Hasta ma\xc3\xb1ana mi gente linda de #Twitter y #Facebook\nsweet dream &lt;3',irrelevant,twitter
126880734152634368,b'3 razones por las que #Twitter mejora la escritura: http://t.co/MBbzZGOR',irrelevant,twitter
126880709427208192,b'Y pues ya me voy a dormir... Comper se quedan es su #Twitter !!',irrelevant,twitter
126880705996259328,b'Lo primero que pongo cuando abro el navegar es #Twitter Luego #Facebook y de ultimo #Hotmail! jajaja!',irrelevant,twitter
126880699587371008,b'A ver si me meto en la #adiccion esta de la #mierda de #twitter',irrelevant,twitter
126880519391686656,b':o hoy no e utilizado el #twitter para nada :s',irrelevant,twitter
126880484797063168,b'Hasta el #queque de tarea pero heme aqui en #twitter y #FB jijijiji ya falta menos para terminar #thanksGod',irrelevant,twitter
126880477943570433,b'#Facebook ah quedado en el olvido gracias a #Twitter',irrelevant,twitter
126880436906491904,b'\xc2\xa1#twitter Tribune  est\xc3\xa1 disponible! http://t.co/RBNiWUmI',irrelevant,twitter
126880353817337856,"b'La arrolladora en #Tapachula, esperenlo 4 de Nov.,..!! &gt;&gt;XD&lt;&lt; --&gt; #recomendado,...!! #DalePLAY ,..!! &gt;XD&lt; #FollowME en #Twitter @Fm_antonio'",irrelevant,twitter
126880217124974594,b'Buenas noches a todos ya casi fin d semana y ma\xc3\x91ana clase a las 7 ya el ultimo jalon #twitter off',irrelevant,twitter
126880194588975104,"b""Saludoss pa To' L@s Twitter@s Nocturn@s.. Jeje.. @elBellacoMusic Nose pero Ahoritaa me Sumbo Mas pal #Twitter q pal #Face..! #TadeModa ;)""",irrelevant,twitter
126880098401001473,"b'- La vida es Corta por lo Tanto: Besa Poco a Poco, Rie Locamente, Ama de Verdad y Perdona Rapidamente! - ..\n\nGoodNight #fb & #twitter :) ...'",irrelevant,twitter
126880095334973440,b'Ganun? Di ba kasama ang wit? lol RT @RobyQQ Your #Twitter followers either like you for your sense of humor or sex appeal.',irrelevant,twitter
126879710054580224,"b""Ammazza... Anche su #twitter la gente dorme a quest'ora""",irrelevant,twitter
126879705046597632,b'Como esta la gent ermosa del #twitter n.n',irrelevant,twitter
126879692635635712,"b""Etre influent sur #Twitter: publication de contenus qui engagent \xc3\xa0 l'action. http://t.co/H2qmDwpP EN via @jeffbullas""",irrelevant,twitter
126879538415271936,b'RT @shezyyee: Sunaa karo merii jaan in se un se afsaane / sab ajnabi hain yahaan kaun kis ko pehchane #Kaifi #Shair #Twitter',irrelevant,twitter
126879417220874240,b'Y a peticion del amigo @jegrod cambie mi foto en #Twitter !! xD jajaja',irrelevant,twitter
126879341559824384,"b'o/ RT""@Cjas0007 Quien anda activo por el #Twitter ahorita???""'",irrelevant,twitter
126879308663894016,"b'#TOMANOCU EU SIGO GENTE QE SO POSTA COISA EN CANADEIS, UOL, #twitter doido --`'",irrelevant,twitter
126879295195987968,b'#Adomani #Twitter',irrelevant,twitter
126879277722505216,b'@christianortizh ps tiene pedos y la neta lo entiendo sabes?.. Y luego yo contandolo en el #Twitter #noesdedios',irrelevant,twitter
126879210177441792,b'#twitter OFF Hasta ma\xc3\xb1ana xd =l',irrelevant,twitter
126879164258201601,b'o #TWITTER \xc3\xa9 #FODA - Esposa defende Luis Fabiano no Twitter - Jogo Aberto 18/10/2011 =&gt; http://t.co/QdFWoDMD o bixo pegou!',irrelevant,twitter
126879046071103488,b'jajajaja mi mama se metio en mi #twitter y en mi #facebook y escribio jajajaj te amo mami sos la mejor!!',irrelevant,twitter
126878849656037377,b'Porque mi app de #Twitter para #Android no actualiza las menciones?',irrelevant,twitter
126878819826139136,b'definitivamente irei MATAR esse #Twitter \npq tento trocar a porr# da minha foto de smp\nda EEEEEERRRO *-* EEEERRO\n\n#Tomanoc\xc3\xba',irrelevant,twitter
126878766675918848,b'RT @NadaBebbars: \xd8\xa7\xd9\x84\xd9\x84\xd9\x89 \xd9\x81\xd9\x89 \xd9\x82\xd9\x84\xd8\xa8\xd9\x89 \xd8\xb9\xd9\x84\xd9\x89 \xd8\xaa\xd9\x88\xd9\x8a\xd8\xaa\xd8\xb1\xd9\x89 #fact #twitter #lol',irrelevant,twitter
126878720098177024,b'Quien anda activo por el #Twitter ahorita???',irrelevant,twitter
126878709192990720,b'Demasiado #Twitter por hoy nos vemos #TwitterOff',irrelevant,twitter
126878580494962688,b'Waa ya tienes #twitter @luchiie24 wuahahahaha',irrelevant,twitter
126878489935753216,b'el #twitter x cel no s!rve e$ un asc\xce\x98(...)',irrelevant,twitter
126878477424148480,b'@bruna_rafaelah xau amanha eu to d volto com meu #Twitter\nCOM FE EM DEUS\n#TwiTTerOff',irrelevant,twitter
126878461464821760,b'La mamachy ya tiene #Twitter |||| Sigamosla es ella @DianaSanchez_27',irrelevant,twitter
126878337342771201,b'Buenas Noches a Todos!!! Llego mi momento. Momento #Twitter de reflexiones y analisis. Pensamientos encontrados en lo profundo de la noche.',irrelevant,twitter
126878307617746944,"b'@chihuahuentauro jajajaja #Facebook es otra cosa, insultas a #Twitter jajajajajaja'",irrelevant,twitter
126878294867058688,b'My #Twitter #Diary \xd9\x85\xd8\xb0\xd9\x83\xd8\xb1\xd8\xa7\xd8\xaa \xd8\xaa\xd9\x88\xd9\x8a\xd8\xaa\xd8\xb1\xd9\x8a is out! http://t.co/JLsrgOXI \xe2\x96\xb8 Top stories today via @socialwediatips',irrelevant,twitter
126878250541645824,b'Shit! Que la gente no sabe que existe #Twitter cambian de estado en #BBM y en #FB mas que el pa\xc3\xb1al de un recien nacido.!',irrelevant,twitter
126878057662398464,b'@crucius89 miiiiiiiiiiiiiiira la rotita tenia #twitter aunque esta novata aun',irrelevant,twitter
126878055091277824,b'@Omardelos @RonaldElApostol Hace un tiempo q el varon tira su rema 11x17 aqui en #Twitter :D',irrelevant,twitter
126877892855611392,b'#Twitter #twit2alsh\n\xd8\xaa\xd9\x88\xd9\x8a\xd8\xaa\xd8\xb1 \xd9\x8a\xd8\xab\xd8\xa8\xd8\xaa \xd9\x84\xd9\x89 \xd9\x8a\xd9\x88\xd9\x85\xd9\x8a\xd8\xa7 \xd8\xa7\xd9\x86\xd9\x87 \xd9\x81\xd9\x89 \xd8\xa7\xd9\x84\xd8\xa3\xd8\xb5\xd9\x84 \xd9\x83\xd8\xa7\xd9\x86 \xd8\xb9\xd8\xb1\xd8\xa7\xd9\x81\xd9\x87 \xd9\x83\xd9\x84 \xd9\x85\xd8\xa7 \xd8\xa3\xd9\x82\xd9\x88\xd9\x84\xd9\x87 \xd8\xad\xd8\xa7\xd8\xac\xd9\x87 \xd9\x8a\xd9\x82\xd9\x88\xd9\x84\xd9\x84\xd9\x89 \xd9\x85\xd8\xa7 \xd8\xa7\xd9\x86\xd8\xa7 \xd8\xb9\xd8\xa7\xd8\xb1\xd9\x81\nOOoooops u already tweeted zaaaat go away',irrelevant,twitter
126877830150762496,"b""YouTube SEO: \n\nIt's time for another excerpt from the second edition of Music 3.0: A Survival Gui... http://t.co/ePAgAnJB #twitter #news""",irrelevant,twitter
126877791911292928,b'RT @VLAD5564: #RT this #Follow all new music #TFB #nymusic. #newmusic #5000aday #1000aday  #twitter #dipset #skullgang #730dips #byrdgan ...',irrelevant,twitter
126877775830327296,b'Sunaa karo merii jaan in se un se afsaane / sab ajnabi hain yahaan kaun kis ko pehchane #Kaifi #Shair #Twitter',irrelevant,twitter
126877693563244544,b'@majufedz @EliasMM me retiro otro dia compartimos nuestras #leccionesparalavida con el mundo de #twitter jajaja',irrelevant,twitter
126877589955543040,b'Ella dice que yo soy su Ni\xc3\xb1o del #Twitter *-----*',irrelevant,twitter
126877547899269120,"b'#twitter #detik Mengaku Masih Baru di Kabinet, Cicip Baru Siapkan Program Pekan Depan http://t.co/Y3yOaRiN'",irrelevant,twitter
126877547878289408,b'#twitter #detik Hakim Imas Menangis Ikuti Sidang Perdana - Hakim Imas Dianasari tak kuasa menahan air matanya saat d... http://t.co/G3wgjL6R',irrelevant,twitter
126877547710521344,b'#twitter #detik Mahfudz: Ada Parpol yang Mendorong SBY Melepas Menteri PKS http://t.co/hoyXdbDq',irrelevant,twitter
126877547576311808,"b'#twitter #detik Buntut Kongres Rakyat Papua, 2 Orang Ditemukan Tewas http://t.co/S0lUgv4B'",irrelevant,twitter
126877547244945408,b'#twitter #detik PKS Akan Abaikan Kontrak Politik dengan SBY - Partai Keadilan Sejahtera (PKS) masih berada di koalis... http://t.co/BbqFnSzm',irrelevant,twitter
126877498981089280,"b'Segun lo que me explicar\xc3\xb3n, fue victima de un hackeo #Twitter'",irrelevant,twitter
126877457675595776,b'#Twitter #Pause Cenare :9',irrelevant,twitter
126877358740344832,b'Skype: geovannyacaro como en #twitter @geovannyacaro',irrelevant,twitter
126877230587576320,b'#twitter off me llama mi camita jajaja..',irrelevant,twitter
126877113348403201,b'Ahhhh mi #twitter no caaargaaaaaa!!!',irrelevant,twitter
126876805134159872,b'Dime porque demonios existes #Twitter ?! Oh si! Para causarle insomnio a cualquera que pase no?',irrelevant,twitter
126876741913415681,b'RT @DKhazhintsev: \xd0\x93\xd1\x83\xd0\xb1\xd0\xb5\xd1\x80\xd0\xbd\xd0\xb0\xd1\x82\xd0\xbe\xd1\x80 @VShport \xd1\x80\xd0\xb0\xd1\x81\xd1\x81\xd0\xba\xd0\xb0\xd0\xb7\xd1\x8b\xd0\xb2\xd0\xb0\xd0\xb5\xd1\x82 \xd0\xbf\xd1\x80\xd0\xbe #twitter #\xd0\xa5\xd0\xb0\xd0\xb1\xd0\xb0\xd1\x80\xd0\xbe\xd0\xb2\xd1\x81\xd0\xba',irrelevant,twitter
126876728206438400,b'\xd0\x94\xd0\xbe\xd0\xb1\xd1\x80\xd0\xbe\xd0\xb5 \xd1\x83\xd1\x82\xd1\x80\xd0\xbe #twitter',irrelevant,twitter
126876695989985280,b'Ternuritas los que creen me la paso conectado al #twitter no saben de las aplicaciones jajaja #Oaxaca',irrelevant,twitter
126876630491729920,"b'good afternoon #twitter... \n---unkaboggable talaga si # vice ganda sa kanyang # no other horse with @IAmDerekRamsay,Pooh and Chocoleit... :)'",irrelevant,twitter
126876586170523648,b'a dormir #twitter off',irrelevant,twitter
126876547025084416,b'troquei meu avatar do #twitter rs.',irrelevant,twitter
126876538653245440,b'Vuelvo a el #Twitter hasta el 07/11/2011 by _ @LLLF_',irrelevant,twitter
126876463965278208,b'Ya me esta empezando a Gustar #Twitter!!:DD',irrelevant,twitter
126876452326080512,b'@LuceroMexico  Ja lu! chiste! en qe se parese papa pitufo al #twitter???\nen qe los 2 tienen el pajarito Azul ..!  jaja',irrelevant,twitter
126876390388793344,"b'#nomames esta bien frio el #twitter, casi NAIDE twittea xD.'",irrelevant,twitter
126876299556962305,"b""I just installed the new Twidroyd for #Twitter on my #Android Phone - It's #Free, give it a try. http://t.co/VDYd7QaW""",irrelevant,twitter
126876220460761088,b'Google+ to Support Pseudonyms http://t.co/ms1eBXpx #google+ #googlesocialmedia #googleventures #facebook #twitter #socialmediamarketing',irrelevant,twitter
126876206003003392,b'RT @NickElPoeta: Saludos a usted que a est\xc3\xa1s horas sigue en el #facebook y el #twitter..\nbendiciones',irrelevant,twitter
126876188294643712,b'#TwitTer Donde la gente Te confiesan Su Vida sin Preguntar. O_o',irrelevant,twitter
126876082593992704,b'Image update &gt;&gt; : AIDS ad campaign : use condoms -  http://t.co/qZqblIZB #funny #humour #twitter',irrelevant,twitter
126876037689774080,b'Niemiecki rz\xc4\x85d uruchomi\xc5\x82 w \xc5\x9brod\xc4\x99 w\xc5\x82asny kana\xc5\x82 na YouTube - Wiadomosci 24: Niemiecki rz\xc4\x85d uruchomi\xc5\x82 w \xc5\x9br... http://t.co/n6Wp2QZv #twitter',irrelevant,twitter
126875903266529281,"b""- Pasen Buenas Noches #Twitter'OFF \xe2\x99\xa5""",irrelevant,twitter
126875893481209858,b'Luego de haberme acostado ayer a las 4 de la ma?ana... ahora entiendo por que me ta picando el sue?o!! #Twitter!!!! dejame dormiiiirr!!!',irrelevant,twitter
